current_collector,card_name,current_owner,CHANGE_owner_to,CHANGE_collector_to,current_front_art,CHANGE_front_art_to,current_back_art,CHANGE_back_art_to,art_upload_folder,current_rarity,CHANGE_rarity_to,current_front_title,CHANGE_front_title_to,current_back_title,CHANGE_back_title_to,card_kind,printing_uuid,notes
WLX-255,Shore Up,Will,,,WLX-255.jpg,,,,imports/replacements/will/,special,,,,,,official,b0685e56-bc3f-5e0f-a8ed-85e8605a1f06,Imported from will/Shore Up.jpg in file batch 6d6432a8d3
WLX-256,Skitterbeam Battalion,Will,,,WLX-256.jpg,,,,imports/replacements/will/,special,,,,,,official,693868ec-824d-5559-b17a-1ff7bd536e75,Imported from will/Skitterbeam Battalion.jpg in file batch 6d6432a8d3
WLX-257,Slime Against Humanity,Will,,,WLX-257.jpg,,,,imports/replacements/will/,special,,,,,,official,1ef5f0c7-e8ae-5fd3-a922-959ad867383a,Imported from will/Slime Against Humanity.jpg in file batch 6d6432a8d3
WLX-258,Snap,Will,,,WLX-258.jpg,,,,imports/replacements/will/,special,,,,,,official,52376103-976e-55f4-bb67-2fab9ee2e1ec,Imported from will/Snap.jpg in file batch 6d6432a8d3
WLX-259,Sneak Attack,Will,,,WLX-259.png,,,,imports/replacements/will/,special,,,,,,official,270fb1ab-2c1a-5b46-b50a-bba14a0662e8,Imported from will/Sneak Attack __ 1.png in file batch 6d6432a8d3
WLX-260,Soraya the Falconer,Will,,,WLX-260.jpg,,,,imports/replacements/will/,special,,,,,,official,660ff02c-19bc-54e1-9fdc-8169d9407885,Imported from will/Soraya the Falconer.jpg in file batch 6d6432a8d3
WLX-261,Spectacular Showdown,Will,,,WLX-261.jpg,,,,imports/replacements/will/,special,,,,,,official,dfdfe919-e839-5154-8ab4-0afbc59bf2b9,Imported from will/Spectacular Showdown.jpg in file batch 6d6432a8d3
WLX-262,Spider Manifestation,Will,,,WLX-262.jpg,,,,imports/replacements/will/,special,,,,,,official,4a70816c-80c9-5036-8ff7-a927748dce86,Imported from will/Spider Manifestation.jpg in file batch 6d6432a8d3
WLX-263,Sundial of the Infinite,Will,,,WLX-263.jpg,,,,imports/replacements/will/,special,,,,,,official,2cdd805c-37e0-5b4f-808a-95e97024858d,Imported from will/Sundial of the Infinite.jpg in file batch 6d6432a8d3
WLX-264,Swan Song,Will,,,WLX-264.jpg,,,,imports/replacements/will/,special,,,,,,official,8818ee56-6223-510b-9920-5c7ed76cad27,Imported from will/Swan Song.jpg in file batch 6d6432a8d3
WLX-265,Talisman of Impulse,Will,,,WLX-265.jpg,,,,imports/replacements/will/,special,,,,,,official,cdb36380-3f10-5c4f-b47a-78945130122d,Imported from will/Talisman of Impulse.jpg in file batch 6d6432a8d3
WLX-266,Tamiyo's Safekeeping,Will,,,WLX-266.jpg,,,,imports/replacements/will/,special,,,,,,official,c6927fa8-4d0c-54e0-a276-c994b57813b5,Imported from will/Tamiyo's Safekeeping.jpg in file batch 6d6432a8d3
WLX-267,"Tannuk, Steadfast Second",Will,,,WLX-267.jpg,,,,imports/replacements/will/,special,,,,,,official,15e04be8-7caf-503c-8a67-8bd2d0a83bb2,"Imported from will/Tannuk, Steadfast Second.jpg in file batch 6d6432a8d3"
WLX-268,Terminal Velocity,Will,,,WLX-268.jpg,,,,imports/replacements/will/,special,,,,,,official,903be25a-f8cd-507d-aa35-f967b3d50ee9,Imported from will/Terminal Velocity.jpg in file batch 6d6432a8d3
WLX-269,Terror of the Peaks,Will,,,WLX-269.jpg,,,,imports/replacements/will/,special,,,,,,official,b839ea6f-af67-5fe6-828c-42161a9ea4d6,Imported from will/Terror of the Peaks.jpg in file batch 6d6432a8d3
WLX-270,The One Ring,Will,,,WLX-270.jpg,,,,imports/replacements/will/,special,,,,,,official,30b0eae4-1249-5166-abf3-579245b2ea73,Imported from will/The One Ring.jpg in file batch 6d6432a8d3
WLX-271,The Soul Stone,Will,,,WLX-271.jpg,,,,imports/replacements/will/,special,,,,,,official,9edb083f-635c-5519-b56f-e8e5f710981a,Imported from will/The Soul Stone.jpg in file batch 6d6432a8d3
WLX-272,The Ten Rings,Will,,,WLX-272.jpg,,,,imports/replacements/will/,special,,,,,,official,e7142bb0-1191-5cb4-afd5-0e7a54cfe45b,Imported from will/The Ten Rings __ 1.jpg in file batch 6d6432a8d3
WLX-273,The Ten Rings,Will,,,WLX-273.jpg,,,,imports/replacements/will/,special,,,,,,official,fbde1da4-956b-5c44-a054-c695bb38036a,Imported from will/The Ten Rings.jpg in file batch 6d6432a8d3
WLX-274,Thickest in the Thicket,Will,,,WLX-274.jpg,,,,imports/replacements/will/,special,,,,,,official,5f08ac73-4c7f-580e-8e31-e4e480e1c11c,Imported from will/Thickest in the Thicket.jpg in file batch 6d6432a8d3
WLX-275,Throne of Eldraine,Will,,,WLX-275.jpg,,,,imports/replacements/will/,special,,,,,,official,d1bf1267-8df2-58fd-867e-cc84268f1c2c,Imported from will/Throne of Eldraine.jpg in file batch 6d6432a8d3
WLX-276,Thunderclap Drake,Will,,,WLX-276.jpg,,,,imports/replacements/will/,special,,,,,,official,2fbc74a8-27e2-5381-927f-89ba25877793,Imported from will/Thunderclap Drake.jpg in file batch 6d6432a8d3
WLX-277,Thunderhawk Gunship,Will,,,WLX-277.jpg,,,,imports/replacements/will/,special,,,,,,official,7cbca150-fee6-513f-bb2a-1d7a93eb3d3e,Imported from will/Thunderhawk Gunship.jpg in file batch 6d6432a8d3
WLX-278,Tibalt's Trickery,Will,,,WLX-278.jpg,,,,imports/replacements/will/,special,,,,,,official,08359403-ed12-52cd-ad04-1c838eb2cfcb,Imported from will/Tibalt's Trickery.jpg in file batch 6d6432a8d3
WLX-279,Tortured Existence,Will,,,WLX-279.jpg,,,,imports/replacements/will/,special,,,,,,official,77c2bfa0-1048-5b0f-bae7-8513b06271b5,Imported from will/Tortured Existence.jpg in file batch 6d6432a8d3
WLX-280,Twinflame,Will,,,WLX-280.jpg,,,,imports/replacements/will/,special,,,,,,official,21c87493-2ab1-5d96-9de4-5470f71c4ea3,Imported from will/Twinflame.jpg in file batch 6d6432a8d3
WLX-281,Untimely Malfunction,Will,,,WLX-281.jpg,,,,imports/replacements/will/,special,,,,,,official,f5f922dc-7be4-5e6b-9e5b-d18eb1ce24ac,Imported from will/Untimely Malfunction.jpg in file batch 6d6432a8d3
WLX-282,Urza's Incubator,Will,,,WLX-282.jpg,,,,imports/replacements/will/,special,,,,,,official,a445d49a-582a-5674-a399-995ba2b5852d,Imported from will/Urza's Incubator.jpg in file batch 6d6432a8d3
WLX-283,Vedalken Orrery,Will,,,WLX-283.jpg,,,,imports/replacements/will/,special,,,,,,official,4f834dcb-d137-51fb-92f4-e4219b5aadf1,Imported from will/Vedalken Orrery.jpg in file batch 6d6432a8d3
WLX-284,Void Beckoner,Will,,,WLX-284.jpg,,,,imports/replacements/will/,special,,,,,,official,636e5b17-ecf3-5cb8-9160-3a9cb72aabd5,Imported from will/Void Beckoner.jpg in file batch 6d6432a8d3
WLX-285,Wandertale Mentor,Will,,,WLX-285.jpg,,,,imports/replacements/will/,special,,,,,,official,cb35b7ad-a0c0-525e-b1e7-f0ed13aa3cf6,Imported from will/Wandertale Mentor.jpg in file batch 6d6432a8d3
WLX-286,Weftstalker Ardent,Will,,,WLX-286.jpg,,,,imports/replacements/will/,special,,,,,,official,087d5dc0-d621-5d4d-add3-f1e4c11adcdd,Imported from will/Weftstalker Ardent.jpg in file batch 6d6432a8d3
WLX-287,Wild Magic Surge,Will,,,WLX-287.jpg,,,,imports/replacements/will/,special,,,,,,official,8261b68b-33b3-5696-bd2a-df3e99e46f22,Imported from will/Wild Magic Surge.jpg in file batch 6d6432a8d3
WLX-288,"Wildsear, Scouring Maw",Will,,,WLX-288.jpg,,,,imports/replacements/will/,special,,,,,,official,0097ed6e-ee4a-5397-a264-e8ffbdb1a9fd,"Imported from will/Wildsear, Scouring Maw.jpg in file batch 6d6432a8d3"
WLX-289,Wonder,Will,,,WLX-289.jpg,,,,imports/replacements/will/,special,,,,,,official,5f9663cf-97d7-577e-8e00-1b7eae9b6b9e,Imported from will/Wonder.jpg in file batch 6d6432a8d3
WLX-290,Zoyowa's Justice,Will,,,WLX-290.jpg,,,,imports/replacements/will/,special,,,,,,official,258cc792-0154-51fb-bfd1-8cd9dca12a96,Imported from will/Zoyowa's Justice.jpg in file batch 6d6432a8d3
WLX-291,"Invasion of Ikoria // Zilortha, Apex of Ikoria",Will,,,WLX-291-front.jpg,,WLX-291-back.jpg,,imports/replacements/will/,special,,,,,,official_double_faced,9bbdb64a-122b-5c6e-9f8b-7868b319f3b6,Imported paired face images in file batch 6d6432a8d3
WLX-292,Sink into Stupor // Soporific Springs,Will,,,WLX-292-front.jpg,,WLX-292-back.jpg,,imports/replacements/will/,special,,,,,,official_double_faced,8eb78a57-f93c-5117-9c0d-89952abb84cb,Imported paired face images in file batch 6d6432a8d3
WLX-293,Sundering Eruption // Volcanic Fissure,Will,,,WLX-293-front.jpg,,WLX-293-back.jpg,,imports/replacements/will/,special,,,,,,official_double_faced,1db872b3-f396-5dd0-81d5-c77876d46430,Imported paired face images in file batch 6d6432a8d3
WLX-294,Valakut Awakening // Valakut Stoneforge,Will,,,WLX-294-front.jpg,,WLX-294-back.jpg,,imports/replacements/will/,special,,,,,,official_double_faced,cdd5ed24-e016-5757-b9b3-2d8bbe3ebc55,Imported paired face images in file batch 6d6432a8d3
WLX-295,Ooze Token,Will,,,WLX-295.jpg,,,,imports/replacements/will/,special,,,,,,official_token,59884015-63c0-5c8e-9773-4605d99f8bac,Imported from will/TOKEN - Slime Against Humanity.jpg in file batch 6d6432a8d3
WLX-296,Coveted Jewel,Will,,,WLX-296.jpg,,,,imports/replacements/will/,special,,,,,,official,4fb2ff8f-eb16-5e45-9f07-5386a4cbaccd,Imported from will/Coveted Jewel.jpg in file batch 3dcb8fcfed
WLX-297,Mithril Coat,Will,,,WLX-297.jpg,,,,imports/replacements/will/,special,,,,,,official,d217363e-64c7-554e-9cde-3a65401de53d,Imported from will/Mithril Coat.jpg in file batch 3dcb8fcfed
